item_id;vectors
913;-0.15015057|0.07017363|-0.06393739|-0.22157681|0.09759132|0.17266735|-0.14656045|-0.023800086|-0.17020239|0.017763834|0.08062327|-0.13941781|-0.10989273|0.10343143|-0.15501171|-0.19198087|0.108075514|-0.17404753|0.10519348|-0.13299477|0.043179214|0.15004455|0.18006815|0.13749294|-0.074750245|0.14643602|0.039018065|0.16984315|-0.16912574|0.031560957|-0.15108305|-0.020954415|0.21416143|-0.2071506|-0.2054629|-0.026352271|0.06630946|-0.06417312|-0.14984803|0.16399314|-0.0056725703|0.10237147|-0.08652561|-0.0041257516|0.084361166|0.15123177|0.20442718|-0.09981992|-0.17228359|0.12518893|0.06978175|-0.15572385|-0.0038656592|-0.15982205|-0.17443575|-0.05462218|0.12891352|0.05832559|-0.16596405|-0.2073809|-0.11903018|0.102571405|-0.16775277|-0.1138724|0.077746585|-0.17059052|-0.072240606|-0.11946498|-0.12479806|0.15235089|-0.19860755|0.07975407|-0.04694884|-0.10187864|-0.10333772|-0.098322384|-0.1758213|0.080621496|-0.18975316|0.17145811|-0.1326251|-0.102358|-0.070919365|0.15903872|0.09853208|0.13322672|-0.08025157|-0.107462496|0.16384563|0.19084144|0.14587781|-0.10319644|0.13749921|0.21424788|-0.14682612|0.01569144|0.090779714|0.17053588|-0.09525636|0.0795304
914;-0.14216173|0.088185325|-0.018945985|-0.10957319|0.065034494|0.21806504|-0.1387657|0.00871158|-0.20759761|0.012512337|0.068766505|-0.074021064|-0.17386478|0.1614348|-0.04894542|-0.15995824|0.044234358|-0.13708468|0.16609576|-0.05469889|0.00918188|0.16334553|0.18919875|0.17127495|-0.08066386|0.06661896|0.037387565|0.08715689|-0.17822164|0.010291375|-0.13827088|-0.058460116|0.18028766|-0.19724303|-0.17927024|-0.1068573|0.1529826|-0.11240929|-0.173411|0.030558318|-0.044877872|0.0800505|-0.16170749|0.010646183|0.09287632|0.24391752|0.18819839|-0.09538567|-0.19998983|0.17508948|0.09412487|-0.164032|0.02485209|-0.19356927|-0.105863236|-0.10012378|0.1484276|0.042992663|-0.1672523|-0.16529705|-0.105178006|0.107938945|-0.13097285|-0.14471906|0.07874499|-0.19132249|-0.09021804|-0.21664613|-0.13365807|0.06553501|-0.17624505|0.13074675|-0.04912335|-0.032281876|-0.14898582|-0.10695207|-0.15606584|0.102471426|-0.20738913|0.10521217|-0.08065237|-0.12828662|-0.17037722|0.21226212|0.10174689|0.10959646|-0.14227301|-0.16601348|0.15178294|0.18269461|0.13572669|-0.2003475|0.10689311|0.21992771|-0.12698168|0.0073789395|0.15826893|0.118187785|-0.11834754|0.07024274
915;-0.16167702|0.10390384|-0.12331838|-0.17442529|0.04740556|0.24864906|-0.20053317|-0.014255452|-0.20826574|-0.03020715|0.09628981|-0.19385417|-0.14361411|0.16857573|-0.11244764|-0.21512534|0.12003902|-0.23175484|0.24757318|-0.046425436|0.0779697|0.18638527|0.18574424|0.11645425|-0.13770182|0.1024669|-0.059308287|0.16454291|-0.09082475|0.021186706|-0.21446683|-0.119051054|0.17355192|-0.21387199|-0.20293547|0.012996323|0.106791794|-0.113053165|-0.18225308|0.14163981|-0.030695856|0.08268513|-0.1603543|0.073050685|0.18123576|0.2286418|0.12548576|-0.032178767|-0.20972335|0.19403484|0.1356979|-0.17892973|-0.1335555|-0.05696547|-0.1878785|-0.119584024|0.13889591|0.06529626|-0.14719917|-0.13918309|-0.17898886|0.07956653|-0.14072858|-0.17034073|0.117344275|-0.16559999|-0.098230496|-0.16651651|-0.1676795|0.12568757|-0.23015882|0.1767466|-0.11011038|-0.031959575|-0.1762802|-0.15291823|-0.15284777|0.13041654|-0.13691229|0.1843696|-0.060024776|-0.18229884|-0.17092305|0.19477147|0.18152891|0.11707335|-0.17174155|-0.23081657|0.21047933|0.17839229|0.11247009|-0.2140135|0.11124197|0.21364613|-0.18685105|-0.059700653|0.13662359|0.16808693|-0.09306751|0.069089055
916;-0.23739585|0.041078694|-0.13206224|-0.12395784|0.028667256|0.21087614|-0.13982055|0.067682445|-0.18707167|0.050416645|0.16526218|-0.18099047|-0.14438808|0.17529926|-0.07498233|-0.1315768|0.10191283|-0.10955804|0.25924778|-0.07499825|-0.010015462|0.1581832|0.14332671|0.061787777|-0.16403988|0.15650512|-0.041083954|0.082453966|-0.11637627|0.14528668|-0.2241506|-0.08118115|0.23267327|-0.17205961|-0.20129408|0.008878278|0.031324416|-0.10160537|-0.1435399|0.10062036|-0.04579036|0.12921304|-0.19063127|0.06951664|0.17790282|0.2756984|0.21698882|-0.0780798|-0.14635572|0.1810629|0.16003226|-0.12792848|-0.11398736|-0.135268|-0.20815565|-0.09845801|0.14104334|0.025513437|-0.17060927|-0.22513212|-0.18184486|0.09528148|-0.13021027|-0.21373378|0.08608384|-0.14212547|-0.11798039|-0.25551564|-0.17572923|0.12807591|-0.19452459|0.12726375|-0.14953892|-0.023109358|-0.15699476|-0.17238101|-0.08674437|0.06526359|-0.18015929|0.13697411|-0.0843347|-0.17031196|-0.17586489|0.14615908|0.08530596|0.1654142|-0.183774|-0.12833725|0.19764963|0.24883865|0.16720116|-0.20318702|0.090731114|0.25018612|-0.15542181|-0.011093674|0.16378774|0.21633188|-0.13465706|0.044229
917;-0.15157223|0.053098064|-0.10821525|-0.12959808|0.12097648|0.18604192|-0.1335102|0.06903025|-0.2418296|0.11422396|0.1669208|-0.1402029|-0.11149735|0.056088097|-0.10520327|-0.13679993|0.118789315|-0.12612939|0.11192514|-0.063534915|0.08309166|0.16331083|0.17947485|0.077711105|-0.09720962|0.18070786|0.06625832|0.12201374|-0.0704097|0.0742232|-0.14979759|-0.060480934|0.1861836|-0.20909554|-0.15199427|-0.030789346|0.03866033|-0.15904997|-0.20228852|0.12599388|-0.059779994|0.100857206|-0.09838806|0.10180741|0.119846284|0.24000773|0.16055252|-0.0576574|-0.18562195|0.09396888|0.11055144|-0.13625978|-0.033142097|-0.12837043|-0.16957374|-0.03819912|0.12626235|-0.011642136|-0.15644439|-0.15963323|-0.21365036|0.18864338|-0.1009639|-0.12650594|0.080696434|-0.104071505|-0.17656003|-0.18388863|-0.10318129|0.07915607|-0.21639681|0.17791964|-0.07290976|-0.09328489|-0.10638344|-0.15173945|-0.13224429|0.0643846|-0.1625466|0.1046253|-0.13777392|-0.1694834|-0.0851137|0.08716976|0.09179675|0.09505936|-0.13157341|-0.2207525|0.18293703|0.15421365|0.15948717|-0.1332451|0.12779327|0.25339636|-0.1811947|-0.075020224|0.08389135|0.19389662|-0.11498739|0.1318582
918;-0.2054809|0.06851323|-0.1323306|-0.12945132|-0.027246691|0.21175772|-0.20235981|-0.05172498|-0.21988171|0.0067780837|0.0963797|-0.20411363|-0.17537157|0.18447661|-0.18177852|-0.25230846|0.09700172|-0.16595857|0.16680472|-0.15174386|0.082787566|0.19456017|0.13302632|0.16204289|-0.17031398|0.23485783|0.010246763|0.15214732|-0.19546965|0.049296625|-0.2533636|-0.067927144|0.15601128|-0.186006|-0.26184726|-0.011476794|0.10028498|-0.1520639|-0.13714796|0.100048736|-0.081547424|0.17706317|-0.15060298|0.020252516|0.18277135|0.14103374|0.11533773|-0.08024527|-0.0810431|0.110636264|0.08797827|-0.131421|-0.15991375|-0.2061122|-0.10898578|-0.12228267|0.1720922|0.0055497326|-0.20453642|-0.2705169|-0.18029302|0.1420695|-0.20676078|-0.20935968|0.12577142|-0.24621297|-0.15178053|-0.15443735|-0.26720387|0.20344949|-0.15485531|0.10065508|-0.04939622|0.014228791|-0.17398521|-0.19195338|-0.13718538|0.12545422|-0.22277795|0.17686369|-0.22976515|-0.17376903|-0.12269688|0.26161706|0.14371747|0.14641725|-0.19219396|-0.18272258|0.21376379|0.17963159|0.14042023|-0.2212994|0.045923203|0.15751877|-0.13420728|0.015437044|0.11282268|0.11055537|-0.16231897|0.052759632
919;-0.10735217|-0.004589841|-0.059265964|-0.16152611|-0.026634969|0.24931428|-0.15249312|-0.025856823|-0.19916606|0.11482079|0.08955961|-0.14370818|-0.16093814|0.17633995|-0.082564496|-0.23526137|0.11233008|-0.16382962|0.2106222|-0.07769028|-0.003158901|0.13049062|0.19081|0.14141403|-0.08230694|0.2118811|-0.07780713|0.091019966|-0.104846664|0.11740461|-0.13541567|-0.12321037|0.2150031|-0.16989003|-0.23972324|-0.07417108|0.080476254|-0.17575336|-0.10099658|0.05503466|-0.05868456|0.05879905|-0.24795584|0.11558053|0.18592484|0.13113688|0.17956379|-0.06500808|-0.11353573|0.08509806|0.10044061|-0.11896278|-0.060997203|-0.19748013|-0.20657568|-0.08601071|0.16523387|0.08130375|-0.24198985|-0.17422675|-0.18643983|0.11116478|-0.15960507|-0.16487|0.12473147|-0.22303636|-0.16326106|-0.2860602|-0.15006915|0.16965896|-0.22636615|0.21489313|-0.15227205|-0.002214428|-0.18072264|-0.117163524|-0.15624005|0.0903093|-0.21111688|0.1429656|-0.14669675|-0.16797984|-0.1508239|0.22308633|0.15712018|0.14042166|-0.17439255|-0.11459096|0.19129556|0.22548002|0.15170552|-0.21093632|0.15180267|0.25754657|-0.18355916|-0.015265683|0.20841928|0.10123186|-0.07528375|0.1649023
920;-0.120492764|0.09335978|-0.14678085|-0.18510665|0.08678052|0.13872142|-0.14007887|-0.0549837|-0.124906056|0.06523811|0.12761891|-0.10582721|-0.20068194|0.17224559|-0.11689274|-0.19041406|0.13919483|-0.11391419|0.21170004|-0.13309497|-0.039424066|0.11746824|0.14393172|0.14474504|-0.13596575|0.14720461|0.008143713|0.118037716|-0.17415427|0.04986723|-0.10234148|-0.033882987|0.22931987|-0.14930719|-0.16424187|0.00059865415|0.06970065|-0.13210532|-0.13904731|0.14681032|-0.08490291|0.12715112|-0.080291584|0.050854065|0.17316236|0.1582474|0.104098946|-0.16280499|-0.14600898|0.06352941|0.18503132|-0.12520958|-0.07269982|-0.16757454|-0.111616254|-0.05282523|0.034710452|-0.008197136|-0.15507424|-0.28360868|-0.13107541|0.091831475|-0.15021771|-0.19635585|0.060134284|-0.19499986|-0.19331728|-0.15527384|-0.14584062|0.055368464|-0.19166498|0.1391544|-0.022564821|-0.019714274|-0.11754263|-0.08993229|-0.016210146|0.08765394|-0.14569196|0.18433951|-0.14177415|-0.1679388|-0.09133896|0.20833373|0.18698888|0.10132394|-0.21207938|-0.12417548|0.15678528|0.20561363|0.16504616|-0.15459463|0.14383306|0.21477973|-0.1770881|-0.004939344|0.112262934|0.20563936|-0.08053714|0.115858175
921;-0.19306013|0.052456196|-0.11466475|-0.18073674|0.07636609|0.18042378|-0.18157564|-0.022329219|-0.19969751|0.022750437|0.14897846|-0.20638546|-0.12878296|0.11043534|-0.08274909|-0.16125055|0.12682779|-0.11775493|0.13464954|-0.11958375|0.06257367|0.10034733|0.1931847|0.14078793|-0.13923143|0.09552738|-0.018291606|0.11570234|-0.12646006|0.058820922|-0.18413176|-0.06803092|0.15920529|-0.17106584|-0.17003566|-0.059821703|0.048777536|-0.07062206|-0.14451972|0.08288732|-0.077515736|0.1091539|-0.19699867|0.011088755|0.13187285|0.23147635|0.20207004|-0.07425398|-0.12096222|0.11995867|0.037972845|-0.19295871|-0.08539942|-0.14225654|-0.21670555|-0.119620875|0.118948326|0.055849347|-0.10074776|-0.14548808|-0.24097452|0.13160287|-0.11558517|-0.1802041|0.16041498|-0.23153825|-0.18328518|-0.26102942|-0.16401316|0.15195869|-0.15950438|0.115686245|-0.0590802|-0.010666318|-0.1404877|-0.16325864|-0.08599727|0.13407648|-0.20835868|0.18365756|-0.17393345|-0.15862243|-0.15255176|0.15706919|0.14853959|0.09162149|-0.1903795|-0.11562743|0.1793373|0.28665692|0.20693132|-0.22167304|0.14671159|0.1544587|-0.1958561|-0.1009794|0.09024043|0.20981082|-0.082507044|0.07020861
922;-0.15898845|-0.00339856|-0.11762951|-0.22908531|0.045680076|0.21153782|-0.11793102|-0.051409964|-0.1823883|0.033351865|0.11779419|-0.19730243|-0.21806039|0.11582872|-0.17570795|-0.18976925|0.07385555|-0.18177196|0.18921673|-0.07983341|0.053298667|0.15115169|0.13903512|0.21644363|-0.14233382|0.18789116|0.046349432|0.1120174|-0.17806202|-0.015681177|-0.21077166|-0.041876968|0.27463523|-0.20138033|-0.15021676|-0.029041793|0.17418136|-0.063207954|-0.10552214|0.08296922|-0.085755795|0.15054773|-0.08849561|0.022383459|0.06674418|0.21743375|0.2552051|-0.09786189|-0.1310406|0.12834086|0.075281754|-0.12815294|-0.022921205|-0.21197523|-0.2264562|-0.03707865|0.13240367|-0.0036767349|-0.13566415|-0.12168876|-0.22109577|0.18136999|-0.130126|-0.17387629|0.043090686|-0.23199362|-0.21281838|-0.2386077|-0.14518961|0.15712698|-0.20667079|0.11501368|-0.10542536|-0.022126585|-0.14493002|-0.08962915|-0.18110105|0.16176614|-0.119397774|0.17782202|-0.059469737|-0.116149426|-0.19565445|0.20763892|0.1274479|0.15935498|-0.12103141|-0.21778956|0.19291908|0.25628826|0.2155863|-0.16900678|0.10419662|0.29363617|-0.13302429|-0.06916916|0.11509018|0.19730589|-0.03930231|0.2079213
923;-0.15990898|0.08254548|-0.14745401|-0.15628941|-0.016280346|0.22540264|-0.1842094|-0.027765848|-0.21587886|0.13995111|0.10376984|-0.10955553|-0.2285378|0.11229051|-0.1785732|-0.1759102|0.10956638|-0.20567523|0.20206167|-0.103809334|0.06478555|0.15768546|0.16547906|0.066144966|-0.10332807|0.2162527|-0.0026546004|0.17758754|-0.14076908|0.07630081|-0.15606438|-0.052310485|0.19252701|-0.1863712|-0.22368409|-0.0054184385|0.092559785|-0.15853456|-0.17065506|0.11563092|-0.13747884|0.13243803|-0.16556098|0.041645754|0.10197373|0.19906624|0.17735988|-0.07009185|-0.19106284|0.075291306|0.14278805|-0.14207843|-0.08385064|-0.090303555|-0.19074607|-0.070103504|0.19018893|0.09165919|-0.1682289|-0.22729583|-0.23320252|0.1156528|-0.15236041|-0.1571444|0.116756685|-0.14985764|-0.15003149|-0.19696058|-0.14946513|0.17838055|-0.18068239|0.100893304|-0.10831469|-0.07295163|-0.16247047|-0.119786166|-0.11582198|0.046013314|-0.12290187|0.10189496|-0.134999|-0.1322251|-0.22075474|0.18933527|0.11831899|0.19330108|-0.17074296|-0.1064745|0.22105043|0.18143591|0.23020606|-0.20877431|0.09266655|0.23328249|-0.14333946|-0.03948548|0.1626115|0.19019437|-0.13129614|0.055704452
924;-0.13414659|0.05425893|-0.08418865|-0.1688851|-0.0047097728|0.17192948|-0.14388545|-0.0058965357|-0.19279607|0.069584556|0.15770525|-0.089148745|-0.19467288|0.0715193|-0.073344305|-0.15377605|0.04028|-0.19660474|0.21609241|-0.14915463|-0.0024654027|0.13043755|0.21246958|0.141597|-0.15480946|0.24135688|-0.03619666|0.17933723|-0.10863261|0.051546536|-0.14904165|-0.085073195|0.1229833|-0.2030764|-0.25650394|-0.020457223|0.046153318|-0.19698867|-0.22659884|0.12465725|-0.07736977|0.16160314|-0.273739|-0.015767287|0.07926239|0.14176673|0.18424143|-0.1015666|-0.20860071|0.09157428|0.14853981|-0.1507361|-0.11945741|-0.18831418|-0.16170627|-0.085531324|0.17609183|0.03900839|-0.16725552|-0.20525251|-0.14847207|0.093767725|-0.13735189|-0.10925065|0.116052076|-0.24402304|-0.130748|-0.16458692|-0.18896848|0.10012031|-0.20130335|0.068676755|-0.16559419|-0.14292146|-0.1338322|-0.11395699|-0.16443267|0.07883891|-0.16824077|0.20624106|-0.15366207|-0.1475392|-0.17735432|0.15961915|0.14377046|0.13882838|-0.19468278|-0.16307934|0.16045669|0.21362187|0.1510542|-0.23925248|0.1377205|0.19699834|-0.15889384|-0.011677083|0.1902846|0.07500107|-0.088214666|0.09276979
925;-0.18788555|-0.0081330985|-0.11715031|-0.16219527|-0.008615945|0.12902713|-0.18426237|-0.04314484|-0.23949668|0.09828382|0.10568833|-0.11745949|-0.2032739|0.05201327|-0.119384244|-0.20602193|0.03320688|-0.17128943|0.22133334|-0.1544591|0.077712364|0.033471867|0.11857498|0.053780936|-0.0737246|0.18005224|0.026236111|0.15770832|-0.10580678|0.02259202|-0.18005672|-0.09107222|0.13970825|-0.16627929|-0.2158895|0.025651775|-0.008325994|-0.1286836|-0.19589143|0.12694019|-0.067930445|0.16117907|-0.21364412|0.035923954|0.1129172|0.18184476|0.18265173|-0.12369776|-0.18652931|0.1527555|0.13122733|-0.093346335|-0.09624799|-0.08743801|-0.17591597|-0.1294997|0.15526026|0.03764828|-0.09820624|-0.23454016|-0.2357625|0.12286139|-0.13451684|-0.14177206|0.11305158|-0.13496771|-0.090047434|-0.1479132|-0.1812102|0.1152837|-0.14305525|0.08176329|-0.06601913|-0.065280885|-0.177523|-0.20433037|-0.10223184|0.055777982|-0.18650617|0.099056244|-0.17628045|-0.15256397|-0.06549917|0.20296341|0.13100351|0.07979168|-0.10823445|-0.1451711|0.2606693|0.15426311|0.15216887|-0.19025914|0.1398544|0.23886324|-0.19319494|-0.06881465|0.07452127|0.1125828|-0.1268589|0.10302752
926;-0.13214803|0.12111741|-0.1645335|-0.13621402|-0.014900759|0.20159452|-0.14590551|-0.010480729|-0.15669192|0.10796376|0.10649821|-0.10206641|-0.19232571|0.14599083|-0.090680994|-0.14750323|0.037137844|-0.15385453|0.12814978|-0.08568451|0.07499327|0.10753326|0.12280487|0.14212427|-0.16936558|0.13143367|0.0010519582|0.15635219|-0.11340457|0.023286555|-0.14664534|-0.06307072|0.09706241|-0.14903896|-0.2227728|-0.031754013|0.03959647|-0.11040209|-0.15341258|0.10862356|-0.10121319|0.14803922|-0.19066752|-0.004586868|0.15485193|0.1282529|0.18629523|-0.091231704|-0.068038374|0.14659995|0.13348632|-0.09476357|-0.060537547|-0.12075474|-0.14730874|-0.031154674|0.18099312|-0.0028334185|-0.10852623|-0.19641295|-0.16055366|0.14523196|-0.09419143|-0.14416806|0.018083379|-0.13201344|-0.15639591|-0.2141359|-0.12410735|0.12519312|-0.20745689|0.063880876|-0.05614903|0.0029960647|-0.208328|-0.18135187|-0.12766013|0.10632545|-0.12197187|0.09743196|-0.14308052|-0.18734737|-0.10787784|0.19443303|0.16053565|0.17854457|-0.09467488|-0.16847838|0.15249626|0.2214172|0.13569711|-0.172424|0.13532695|0.17635384|-0.18540214|-0.09401817|0.1364199|0.19866899|-0.14463346|0.07716738
927;-0.24648206|0.022596307|-0.11107255|-0.11730159|0.013840806|0.18618993|-0.18723844|0.0033150231|-0.14463952|0.026337687|0.19075538|-0.1454299|-0.21749738|0.08390235|-0.18357342|-0.1745829|0.015271589|-0.18060422|0.15789706|-0.0731946|0.041802578|0.16460407|0.17126538|0.14777654|-0.14353217|0.23378831|0.022909392|0.06708601|-0.1627175|0.04962482|-0.20919561|-0.07561554|0.15160699|-0.15940568|-0.24609973|-0.04011289|-0.008744255|-0.10053525|-0.22529662|0.14059232|-0.025610033|0.12015138|-0.16649029|0.06359743|0.20642185|0.14468805|0.14629853|-0.07524201|-0.17618316|0.16447765|0.21211939|-0.12690258|-0.12830245|-0.11800967|-0.21354425|-0.02996366|0.15899819|0.019227235|-0.22439611|-0.17180976|-0.15442957|0.10853766|-0.15766501|-0.08486017|0.12531137|-0.2299309|-0.09768431|-0.13546085|-0.15831202|0.16816182|-0.1925444|0.13329487|-0.07673009|-0.012294132|-0.1174036|-0.09978826|-0.17928123|0.102072425|-0.18987882|0.14307997|-0.19356704|-0.10785626|-0.09318194|0.19568586|0.060771734|0.13723901|-0.14641468|-0.1796935|0.17591028|0.19548358|0.21799836|-0.19342479|0.036403485|0.21220824|-0.103354186|-0.032971583|0.08934892|0.18410337|-0.16696404|0.05740287
928;-0.12446969|0.09283133|-0.049353883|-0.1706345|0.07564839|0.18828514|-0.1791052|0.031205673|-0.20765159|0.020444062|0.13423641|-0.060411334|-0.19257925|0.06457869|-0.17776598|-0.1493756|0.06629672|-0.13625348|0.21727537|-0.09644704|-0.020052556|0.14472114|0.1926069|0.07546026|-0.15138754|0.10923871|0.06641286|0.05937805|-0.082314685|0.053846534|-0.1523418|-0.0027481467|0.1630071|-0.13964653|-0.15217027|-0.07588568|0.046966184|-0.07804122|-0.16017325|0.12814063|-0.013971232|0.058768123|-0.13629591|0.0020626038|0.09947059|0.1278482|0.16377509|-0.064971775|-0.20271865|0.10089658|0.097893395|-0.11911967|-0.1546719|-0.115755275|-0.109435484|-0.099334195|0.114421956|-0.012332249|-0.10124719|-0.23024517|-0.22374582|0.17662047|-0.09730997|-0.20751488|0.0493242|-0.13063012|-0.17045525|-0.13694957|-0.13494772|0.13719633|-0.21757652|0.17817469|-0.063709244|-0.019509032|-0.10830295|-0.14464644|-0.09415342|0.04401127|-0.16757184|0.16024391|-0.17174628|-0.20295155|-0.13656202|0.21300723|0.16098778|0.11235732|-0.12029165|-0.19450787|0.21714802|0.22002053|0.19069442|-0.19433047|0.09428589|0.16414972|-0.13229255|-0.104491815|0.19457518|0.19538964|-0.14091998|0.11079835
929;-0.24344859|0.103999674|-0.09751146|-0.13145024|0.08302074|0.1285372|-0.20679104|-0.03132737|-0.21022788|0.10718691|0.13884324|-0.22498402|-0.19931392|0.041251197|-0.19875813|-0.22001068|0.0922977|-0.08507869|0.22703248|-0.1431447|-0.017227568|0.16548063|0.18696415|0.055407718|-0.0835823|0.12493174|-0.027461031|0.10360094|-0.13117337|0.053620227|-0.1846169|-0.012060568|0.19750845|-0.11757018|-0.21680605|-0.06396232|-0.0011572614|-0.07449488|-0.10880053|0.12551893|-0.06143388|0.06093838|-0.23360182|0.03261908|0.1785595|0.1695866|0.18510859|-0.011125989|-0.123352334|0.11924848|0.12806319|-0.07674216|-0.09226955|-0.146882|-0.2314664|-0.06034497|0.16911988|0.010457465|-0.18328847|-0.18001501|-0.11346444|0.048374675|-0.17313817|-0.13721727|0.09114396|-0.18663679|-0.18583073|-0.19193462|-0.11672398|0.05424101|-0.19851282|0.095792845|-0.057544358|-0.11923209|-0.15633525|-0.1509385|-0.18565938|0.02530513|-0.1752451|0.16022056|-0.18505761|-0.2205787|-0.12798645|0.15835156|0.15892048|0.0919652|-0.1021031|-0.14227535|0.12947191|0.18880112|0.19017698|-0.1602867|0.17590077|0.19191098|-0.18770206|-0.04308958|0.15395348|0.12712151|-0.10707775|0.11520082
930;-0.22968659|0.10038106|-0.056593522|-0.113176204|0.018705592|0.1509999|-0.2004122|0.0077102184|-0.132629|0.09494976|0.1716689|-0.1393457|-0.19251472|0.077608705|-0.108747706|-0.16826563|0.14890543|-0.15270995|0.22479853|-0.091269106|0.012886497|0.13426983|0.10662623|0.064741395|-0.07446551|0.12113421|0.012681566|0.15355608|-0.118793145|0.085920215|-0.17331457|-0.045175347|0.19501343|-0.1978039|-0.21631154|-0.08000541|0.02909118|-0.09507191|-0.10728362|0.14157197|-0.055679925|0.19635192|-0.10013823|-0.04606542|0.14941505|0.12042074|0.22444785|-0.06347987|-0.12465201|0.12211947|0.046195157|-0.14476998|-0.06424986|-0.15490629|-0.19927728|-0.050324462|0.09428103|0.009406328|-0.13543333|-0.1599348|-0.12311897|0.1503752|-0.2232874|-0.16577744|0.13283727|-0.15446132|-0.1252619|-0.2120328|-0.22456712|0.057201907|-0.16113356|0.15014212|-0.10208926|-0.05261959|-0.080994874|-0.12505043|-0.09119895|0.027488522|-0.19116566|0.18111314|-0.11389084|-0.16848977|-0.106837586|0.12562674|0.17345212|0.17203918|-0.12946713|-0.11787384|0.09815486|0.19397041|0.16659184|-0.19000122|0.13379672|0.13273734|-0.10184063|-0.07985539|0.21089326|0.108957894|-0.0765168|0.061485395
931;-0.22750409|0.08555506|-0.08511236|-0.15406205|0.047530774|0.2095466|-0.19230194|0.030118436|-0.17142308|0.04377348|0.13133274|-0.10235509|-0.1461575|0.09423656|-0.1289891|-0.19811693|0.11288042|-0.19732958|0.18331249|-0.087164685|0.0036261696|0.140994|0.18688138|0.043724917|-0.085736156|0.1750885|-0.009768123|0.119130455|-0.11514915|0.076259285|-0.19235718|-0.09073575|0.213779|-0.16228464|-0.22659302|-0.0809789|0.0397611|-0.10321788|-0.15350278|0.13369067|-0.05910495|0.0777027|-0.169087|0.10190403|0.11859406|0.11575308|0.15383443|-0.024046041|-0.1825389|0.099634536|0.13503432|-0.12963776|-0.10650382|-0.17454737|-0.16947062|-0.08401968|0.09261952|0.033555873|-0.1742231|-0.19573793|-0.11870736|0.15210351|-0.095616415|-0.22942835|0.053641506|-0.1608295|-0.17525002|-0.16308571|-0.18133374|0.10589507|-0.18320085|0.14705896|-0.15314397|-0.11019407|-0.18371435|-0.20069577|-0.14238906|0.16164872|-0.17176226|0.14213735|-0.12699981|-0.12374128|-0.13710654|0.15004516|0.10258328|0.14767076|-0.1817564|-0.15932243|0.1822878|0.17101136|0.121972114|-0.16917163|0.14236003|0.16441198|-0.15990838|-0.11994019|0.077483|0.13262282|-0.076143764|0.13731985
932;-0.20287123|0.03164655|-0.09823253|-0.18317968|0.11914688|0.16926967|-0.20996618|-0.018513635|-0.17979828|0.06600066|0.136889|-0.1765121|-0.17577241|0.1007559|-0.08083315|-0.19990213|0.042174533|-0.07762898|0.110058084|-0.04921974|0.12399888|0.10118802|0.23870304|0.16413955|-0.097230054|0.15288472|-0.045149874|0.10817544|-0.1515403|0.084321134|-0.15905942|-0.06517198|0.15144266|-0.124694586|-0.16895232|-0.0068671005|0.066235065|-0.14404006|-0.16802645|0.15980694|-0.057582453|0.09027514|-0.17893174|-0.0029549077|0.087671444|0.14628673|0.17680568|-0.029919468|-0.20770825|0.122690134|0.13675572|-0.13836412|-0.07522373|-0.10886972|-0.13073291|-0.13061865|0.118780494|0.016922846|-0.20580128|-0.17353006|-0.12843396|0.09636761|-0.19998693|-0.18365675|0.18567827|-0.21197465|-0.10058892|-0.1468592|-0.13761486|0.096135505|-0.14030455|0.11140856|-0.14986351|0.00066658854|-0.19361748|-0.1128826|-0.06999299|0.03732617|-0.17309736|0.13505524|-0.09842922|-0.16513535|-0.0983867|0.17741577|0.17538811|0.17099637|-0.12959528|-0.18885654|0.21214187|0.14032552|0.1196368|-0.16194563|0.119511485|0.15412697|-0.15537898|-0.022341123|0.13698034|0.109511636|-0.15879233|0.026426956
933;-0.19398811|0.07716495|-0.121350214|-0.14616208|0.06432614|0.215097|-0.16448607|0.050772|-0.25376287|0.06574812|0.14600164|-0.16069543|-0.14782834|0.07985884|-0.09709891|-0.18608733|0.024727583|-0.21793528|0.16252574|-0.111913666|0.041832983|0.14624855|0.21252418|0.10263237|-0.19808736|0.22043733|0.09277411|0.11448876|-0.17205566|0.10385427|-0.16067965|-0.11091241|0.19473109|-0.22189231|-0.14960577|0.002380345|0.04571469|-0.14083943|-0.18387851|0.1797291|-0.03061428|0.16361874|-0.22438507|-0.023640059|0.12659167|0.13826974|0.17777056|0.033680327|-0.1860086|0.0766246|0.0889655|-0.17454445|-0.11793485|-0.12996225|-0.16598606|-0.10836047|0.13967296|0.043729402|-0.12303336|-0.21039131|-0.23347457|0.17320208|-0.14822276|-0.21913171|0.11181811|-0.24152678|-0.099016204|-0.1428717|-0.22873455|0.05938563|-0.21865526|0.09430575|-0.08088287|-0.09513852|-0.197678|-0.124098055|-0.1835239|0.09729084|-0.14866263|0.13496606|-0.15070908|-0.12505803|-0.15115926|0.15192077|0.14619622|0.18479623|-0.16544423|-0.24309696|0.11844062|0.1995049|0.16455987|-0.24963999|0.1183133|0.14862822|-0.2156218|-0.05694048|0.18912175|0.2214475|-0.1515685|0.044531427
